ts_micro,frame,wheel
1.4643E+15,270,1.5
1.4643E+15,271,1
1.4643E+15,272,1
1.4643E+15,273,1
1.4643E+15,274,1
1.4643E+15,275,1
1.4643E+15,276,0.5
1.4643E+15,277,0.5
1.4643E+15,278,0
1.4643E+15,279,0
1.4643E+15,280,-0.5
1.4643E+15,281,-0.5
1.4643E+15,282,-0.5
1.4643E+15,283,-0.5
1.4643E+15,284,-0.5
1.4643E+15,285,-0.5
1.4643E+15,286,-0.5
1.4643E+15,287,-1
1.4643E+15,288,-1
1.4643E+15,289,-1
1.4643E+15,290,-1
1.4643E+15,291,-1
1.4643E+15,292,-1
1.4643E+15,293,-1
1.4643E+15,294,-1.5
1.4643E+15,295,-1.5
1.4643E+15,296,-1.5
1.4643E+15,297,-1.5
1.4643E+15,298,-1.5
1.4643E+15,299,-1.5
1.4643E+15,300,-1.5
1.4643E+15,301,-1.5
1.4643E+15,302,-1.5
1.4643E+15,303,-1.5
1.4643E+15,304,-1.5
1.4643E+15,305,-1.5
1.4643E+15,306,-1
1.4643E+15,307,-1
1.4643E+15,308,-1
1.4643E+15,309,-1
1.4643E+15,310,-1
1.4643E+15,311,-1
1.4643E+15,312,-1.5
1.4643E+15,313,-1.5
1.4643E+15,314,-1.5
1.4643E+15,315,-1.5
1.4643E+15,316,-1.5
1.4643E+15,317,-1.5
1.4643E+15,318,-1.5
1.4643E+15,319,-1.5
1.4643E+15,320,-1.5
1.4643E+15,321,-1.5
1.4643E+15,322,-1.5
1.4643E+15,323,-1.5
1.4643E+15,324,-1.5
1.4643E+15,325,-1.5
1.4643E+15,326,-1.5
1.4643E+15,327,-1.5
1.4643E+15,328,-1.5
1.4643E+15,329,-1.5
1.4643E+15,330,-1.5
1.4643E+15,331,-1.5
1.4643E+15,332,-1.5
1.4643E+15,333,-1.5
1.4643E+15,334,-1.5
1.4643E+15,335,-1.5
1.4643E+15,336,-1.5
1.4643E+15,337,-1.5
1.4643E+15,338,-1.5
1.4643E+15,339,-1.5
1.4643E+15,340,-1.5
1.4643E+15,341,-1
1.4643E+15,342,-1
1.4643E+15,343,-1
1.4643E+15,344,-1
1.4643E+15,345,-1
1.4643E+15,346,-1
1.4643E+15,347,-1
1.4643E+15,348,-1
1.4643E+15,349,-1
1.4643E+15,350,-1
1.4643E+15,351,-1
1.4643E+15,352,-1
1.4643E+15,353,-1
1.4643E+15,354,-1
1.4643E+15,355,-1
1.4643E+15,356,-1
1.4643E+15,357,-1
1.4643E+15,358,-1
1.4643E+15,359,0
1.4643E+15,360,0.5
1.4643E+15,361,1
1.4643E+15,362,1.5
1.4643E+15,363,1.5
1.4643E+15,364,1.5
1.4643E+15,365,1.5
1.4643E+15,366,1.5
1.4643E+15,367,1.5
1.4643E+15,368,1
1.4643E+15,369,1
1.4643E+15,370,1
1.4643E+15,371,1
1.4643E+15,372,1
1.4643E+15,373,1
1.4643E+15,374,1
1.4643E+15,375,1
1.4643E+15,376,1
1.4643E+15,377,0.5
1.4643E+15,378,0.5
1.4643E+15,379,0.5
1.4643E+15,380,1
1.4643E+15,381,1
1.4643E+15,382,1
1.4643E+15,383,1
1.4643E+15,384,1
1.4643E+15,385,1
1.4643E+15,386,1
1.4643E+15,387,1
1.4643E+15,388,1
1.4643E+15,389,1
1.4643E+15,390,1
1.4643E+15,391,1
1.4643E+15,392,1
1.4643E+15,393,1
1.4643E+15,394,1
1.4643E+15,395,1
1.4643E+15,396,1
1.4643E+15,397,1
1.4643E+15,398,1
1.4643E+15,399,1
1.4643E+15,400,1
1.4643E+15,401,1
1.4643E+15,402,1
1.4643E+15,403,1
1.4643E+15,404,1
1.4643E+15,405,1
1.4643E+15,406,1
1.4643E+15,407,1
1.4643E+15,408,1
1.4643E+15,409,1
1.4643E+15,410,1
1.4643E+15,411,1
1.4643E+15,412,1
1.4643E+15,413,1
1.4643E+15,414,1
1.4643E+15,415,1
1.4643E+15,416,1
1.4643E+15,417,1
1.4643E+15,418,1
1.4643E+15,419,1
1.4643E+15,420,1
1.4643E+15,421,1
1.4643E+15,422,1
1.4643E+15,423,1
1.4643E+15,424,1
1.4643E+15,425,1
1.4643E+15,426,1
1.4643E+15,427,1
1.4643E+15,428,1
1.4643E+15,429,1
1.4643E+15,430,1
1.4643E+15,431,1
1.4643E+15,432,1
1.4643E+15,433,1
1.4643E+15,434,1
1.4643E+15,435,1
1.4643E+15,436,1
1.4643E+15,437,1
1.4643E+15,438,1
1.4643E+15,439,1
1.4643E+15,440,0.5
1.4643E+15,441,0.5
1.4643E+15,442,0.5
1.4643E+15,443,0.5
1.4643E+15,444,0
1.4643E+15,445,0
1.4643E+15,446,0
1.4643E+15,447,0.5
1.4643E+15,448,0.5
1.4643E+15,449,0.5
1.4643E+15,450,0.5
1.4643E+15,451,0.5
1.4643E+15,452,0.5
1.4643E+15,453,0.5
1.4643E+15,454,0.5
1.4643E+15,455,1
1.4643E+15,456,1
1.4643E+15,457,0.5
1.4643E+15,458,0
1.4643E+15,459,0
1.4643E+15,460,0
1.4643E+15,461,0
1.4643E+15,462,0
1.4643E+15,463,0
1.4643E+15,464,0
1.4643E+15,465,-0.5
1.4643E+15,466,-0.5
1.4643E+15,467,-0.5
1.4643E+15,468,-0.5
1.4643E+15,469,-0.5
1.4643E+15,470,-0.5
1.4643E+15,471,-0.5
1.4643E+15,472,-0.5
1.4643E+15,473,-0.5
1.4643E+15,474,-0.5
1.4643E+15,475,-0.5
1.4643E+15,476,-0.5
1.4643E+15,477,-0.5
1.4643E+15,478,-0.5
1.4643E+15,479,-0.5
1.4643E+15,480,-0.5
1.4643E+15,481,-0.5
1.4643E+15,482,-0.5
1.4643E+15,483,-0.5
1.4643E+15,484,-0.5
1.4643E+15,485,-0.5
1.4643E+15,486,-0.5
1.4643E+15,487,-0.5
1.4643E+15,488,-0.5
1.4643E+15,489,-0.5
1.4643E+15,490,-0.5
1.4643E+15,491,-0.5
1.4643E+15,492,-0.5
1.4643E+15,493,-0.5
1.4643E+15,494,0.5
1.4643E+15,495,0.5
1.4643E+15,496,0.5
1.4643E+15,497,0
1.4643E+15,498,-0.5
1.4643E+15,499,-0.5
1.4643E+15,500,-0.5
1.4643E+15,501,0
1.4643E+15,502,0.5
1.4643E+15,503,0.5
1.4643E+15,504,1
1.4643E+15,505,0.5
1.4643E+15,506,0.5
1.4643E+15,507,0.5
1.4643E+15,508,0.5
1.4643E+15,509,0.5
1.4643E+15,510,0.5
1.4643E+15,511,0.5
1.4643E+15,512,0.5
1.4643E+15,513,0.5
1.4643E+15,514,0.5
1.4643E+15,515,0.5
1.4643E+15,516,0.5
1.4643E+15,517,0.5
1.4643E+15,518,0.5
1.4643E+15,519,0
1.4643E+15,520,0
1.4643E+15,521,0
1.4643E+15,522,0
1.4643E+15,523,0
1.4643E+15,524,0
1.4643E+15,525,0
1.4643E+15,526,0
1.4643E+15,527,0
1.4643E+15,528,0.5
1.4643E+15,529,0.5
1.4643E+15,530,0.5
1.4643E+15,531,0.5
1.4643E+15,532,0.5
1.4643E+15,533,0.5
1.4643E+15,534,0.5
1.4643E+15,535,0.5
1.4643E+15,536,1
1.4643E+15,537,1
1.4643E+15,538,1
1.4643E+15,539,1
1.4643E+15,540,1
1.4643E+15,541,1.5
1.4643E+15,542,1.5
1.4643E+15,543,1
1.4643E+15,544,1
1.4643E+15,545,1
1.4643E+15,546,0.5
1.4643E+15,547,0.5
1.4643E+15,548,0.5
1.4643E+15,549,0.5
1.4643E+15,550,0.5
1.4643E+15,551,0.5
1.4643E+15,552,0.5
1.4643E+15,553,0.5
1.4643E+15,554,0.5
1.4643E+15,555,0.5
1.4643E+15,556,0.5
1.4643E+15,557,0
1.4643E+15,558,0
1.4643E+15,559,0
1.4643E+15,560,0
1.4643E+15,561,0
1.4643E+15,562,0
1.4643E+15,563,0.5
1.4643E+15,564,0.5
1.4643E+15,565,0.5
1.4643E+15,566,0.5
1.4643E+15,567,0.5
1.4643E+15,568,0.5
1.4643E+15,569,0.5
1.4643E+15,570,0.5
1.4643E+15,571,0.5
1.4643E+15,572,0.5
1.4643E+15,573,0.5
1.4643E+15,574,0.5
1.4643E+15,575,0.5
1.4643E+15,576,0.5
1.4643E+15,577,0.5
1.4643E+15,578,0.5
1.4643E+15,579,0.5
1.4643E+15,580,0.5
1.4643E+15,581,0.5
1.4643E+15,582,0.5
1.4643E+15,583,0.5
1.4643E+15,584,0.5
1.4643E+15,585,0.5
1.4643E+15,586,0.5
1.4643E+15,587,0.5
1.4643E+15,588,0.5
1.4643E+15,589,0
1.4643E+15,590,-0.5
1.4643E+15,591,-0.5
1.4643E+15,592,-0.5
1.4643E+15,593,-1
1.4643E+15,594,-1
1.4643E+15,595,-1
1.4643E+15,596,-1
1.4643E+15,597,-1
1.4643E+15,598,-1
1.4643E+15,599,-1
1.4643E+15,600,-1
1.4643E+15,601,-1
1.4643E+15,602,-1
1.4643E+15,603,-1
1.4643E+15,604,-1
1.4643E+15,605,-1
1.4643E+15,606,-1
1.4643E+15,607,-1
1.4643E+15,608,-1
1.4643E+15,609,-1
1.4643E+15,610,-1
1.4643E+15,611,-1
1.4643E+15,612,-1
1.4643E+15,613,-1
1.4643E+15,614,-1
1.4643E+15,615,-1
1.4643E+15,616,-1
1.4643E+15,617,-1
1.4643E+15,618,-1
1.4643E+15,619,-1
1.4643E+15,620,-1
1.4643E+15,621,-1
1.4643E+15,622,-0.5
1.4643E+15,623,-0.5
1.4643E+15,624,-0.5
1.4643E+15,625,-0.5
1.4643E+15,626,-0.5
1.4643E+15,627,-0.5
1.4643E+15,628,-0.5
1.4643E+15,629,-0.5
1.4643E+15,630,-0.5
1.4643E+15,631,-0.5
1.4643E+15,632,-0.5
1.4643E+15,633,-0.5
1.4643E+15,634,-0.5
1.4643E+15,635,-0.5
1.4643E+15,636,-0.5
1.4643E+15,637,-0.5
1.4643E+15,638,-0.5
1.4643E+15,639,-0.5
1.4643E+15,640,-0.5
1.4643E+15,641,-0.5
1.4643E+15,642,-0.5
1.4643E+15,643,-0.5
1.4643E+15,644,-0.5
1.4643E+15,645,-0.5
1.4643E+15,646,0
1.4643E+15,647,0
1.4643E+15,648,0
1.4643E+15,649,0
1.4643E+15,650,0
1.4643E+15,651,0
1.4643E+15,652,0
1.4643E+15,653,0
1.4643E+15,654,0
1.4643E+15,655,0
1.4643E+15,656,0
1.4643E+15,657,0
1.4643E+15,658,0
1.4643E+15,659,0
1.4643E+15,660,0
1.4643E+15,661,0
1.4643E+15,662,0
1.4643E+15,663,0
1.4643E+15,664,0
1.4643E+15,665,0.5
1.4643E+15,666,0.5
1.4643E+15,667,1
1.4643E+15,668,1
1.4643E+15,669,1
1.4643E+15,670,1
1.4643E+15,671,1
1.4643E+15,672,1
1.4643E+15,673,1
1.4643E+15,674,1
1.4643E+15,675,1
1.4643E+15,676,1
1.4643E+15,677,1
1.4643E+15,678,1
1.4643E+15,679,1
1.4643E+15,680,1
1.4643E+15,681,1
1.4643E+15,682,1
1.4643E+15,683,0.5
1.4643E+15,684,0.5
1.4643E+15,685,0.5
1.4643E+15,686,0.5
1.4643E+15,687,0.5
1.4643E+15,688,0.5
1.4643E+15,689,0.5
1.4643E+15,690,0.5
1.4643E+15,691,0.5
1.4643E+15,692,0.5
1.4643E+15,693,0.5
1.4643E+15,694,0.5
1.4643E+15,695,0
1.4643E+15,696,-0.5
1.4643E+15,697,-1
1.4643E+15,698,-1.5
1.4643E+15,699,-1.5
1.4643E+15,700,-1.5
1.4643E+15,701,-2
1.4643E+15,702,-2
1.4643E+15,703,-2
1.4643E+15,704,-2
1.4643E+15,705,-2
1.4643E+15,706,-2
1.4643E+15,707,-2
1.4643E+15,708,-2
1.4643E+15,709,-2
1.4643E+15,710,-2
1.4643E+15,711,-1.5
1.4643E+15,712,-1.5
1.4643E+15,713,-1.5
1.4643E+15,714,-1.5
1.4643E+15,715,-1
1.4643E+15,716,-1
1.4643E+15,717,-1
1.4643E+15,718,-1
1.4643E+15,719,-1
1.4643E+15,720,-1
1.4643E+15,721,-1
1.4643E+15,722,-0.5
1.4643E+15,723,-0.5
1.4643E+15,724,-0.5
1.4643E+15,725,-0.5
1.4643E+15,726,-0.5
1.4643E+15,727,-0.5
1.4643E+15,728,-0.5
1.4643E+15,729,-0.5
1.4643E+15,730,-0.5
1.4643E+15,731,-0.5
1.4643E+15,732,-0.5
1.4643E+15,733,-0.5
1.4643E+15,734,0
1.4643E+15,735,0
1.4643E+15,736,0.5
1.4643E+15,737,0.5
1.4643E+15,738,1
1.4643E+15,739,1
1.4643E+15,740,1
1.4643E+15,741,1
1.4643E+15,742,1
1.4643E+15,743,1
1.4643E+15,744,1
1.4643E+15,745,1
1.4643E+15,746,1
1.4643E+15,747,1
1.4643E+15,748,1
1.4643E+15,749,1
1.4643E+15,750,1
1.4643E+15,751,1
1.4643E+15,752,1
1.4643E+15,753,1
1.4643E+15,754,1
1.4643E+15,755,1
1.4643E+15,756,0.5
1.4643E+15,757,0.5
1.4643E+15,758,0.5
1.4643E+15,759,0.5
1.4643E+15,760,0.5
1.4643E+15,761,0.5
1.4643E+15,762,1
1.4643E+15,763,1
1.4643E+15,764,1
1.4643E+15,765,1
1.4643E+15,766,1
1.4643E+15,767,1
1.4643E+15,768,0.5
1.4643E+15,769,0.5
1.4643E+15,770,0.5
1.4643E+15,771,0.5
1.4643E+15,772,0.5
1.4643E+15,773,0.5
1.4643E+15,774,0.5
1.4643E+15,775,0.5
1.4643E+15,776,0
1.4643E+15,777,0
1.4643E+15,778,0
1.4643E+15,779,-0.5
1.4643E+15,780,-0.5
1.4643E+15,781,-0.5
1.4643E+15,782,-0.5
1.4643E+15,783,-0.5
1.4643E+15,784,-0.5
1.4643E+15,785,-0.5
1.4643E+15,786,-0.5
1.4643E+15,787,-0.5
1.4643E+15,788,-0.5
1.4643E+15,789,-0.5
1.4643E+15,790,-0.5
1.4643E+15,791,-0.5
1.4643E+15,792,-0.5
1.4643E+15,793,-0.5
1.4643E+15,794,-0.5
1.4643E+15,795,-0.5
1.4643E+15,796,-0.5
1.4643E+15,797,0
1.4643E+15,798,0
1.4643E+15,799,0
1.4643E+15,800,0
1.4643E+15,801,0
1.4643E+15,802,0
1.4643E+15,803,0.5
1.4643E+15,804,0.5
1.4643E+15,805,0.5
1.4643E+15,806,0.5
1.4643E+15,807,0.5
1.4643E+15,808,0.5
1.4643E+15,809,0.5
1.4643E+15,810,0.5
1.4643E+15,811,0.5
1.4643E+15,812,0.5
1.4643E+15,813,0.5
1.4643E+15,814,0.5
1.4643E+15,815,0.5
1.4643E+15,816,1
1.4643E+15,817,1
1.4643E+15,818,1
1.4643E+15,819,1
1.4643E+15,820,1
1.4643E+15,821,1.5
1.4643E+15,822,1.5
1.4643E+15,823,1.5
1.4643E+15,824,1.5
1.4643E+15,825,1.5
1.4643E+15,826,1.5
1.4643E+15,827,1
1.4643E+15,828,1
1.4643E+15,829,1
1.4643E+15,830,1
1.4643E+15,831,1
1.4643E+15,832,1
1.4643E+15,833,1
1.4643E+15,834,1.5
1.4643E+15,835,1.5
1.4643E+15,836,1.5
1.4643E+15,837,1.5
1.4643E+15,838,1.5
1.4643E+15,839,1.5
1.4643E+15,840,1.5
1.4643E+15,841,1.5
1.4643E+15,842,1.5
1.4643E+15,843,1.5
1.4643E+15,844,1.5
1.4643E+15,845,1.5
1.4643E+15,846,1.5
1.4643E+15,847,1.5
1.4643E+15,848,1.5
1.4643E+15,849,1.5
1.4643E+15,850,1.5
1.4643E+15,851,1.5
1.4643E+15,852,1.5
1.4643E+15,853,1
1.4643E+15,854,1
1.4643E+15,855,1
1.4643E+15,856,1
1.4643E+15,857,1
1.4643E+15,858,1
1.4643E+15,859,1
1.4643E+15,860,1
1.4643E+15,861,1
1.4643E+15,862,1
1.4643E+15,863,0.5
1.4643E+15,864,0.5
1.4643E+15,865,0.5
1.4643E+15,866,0.5
1.4643E+15,867,0.5
1.4643E+15,868,0.5
1.4643E+15,869,0.5
1.4643E+15,870,0.5
1.4643E+15,871,0.5
1.4643E+15,872,0.5
1.4643E+15,873,0.5
1.4643E+15,874,0.5
1.4643E+15,875,0.5
1.4643E+15,876,0.5
1.4643E+15,877,0.5
1.4643E+15,878,0.5
1.4643E+15,879,0.5
1.4643E+15,880,0.5
1.4643E+15,881,0.5
1.4643E+15,882,0.5
1.4643E+15,883,0.5
1.4643E+15,884,0.5
1.4643E+15,885,0.5
1.4643E+15,886,0.5
1.4643E+15,887,0.5
1.4643E+15,888,0
1.4643E+15,889,0
1.4643E+15,890,0
1.4643E+15,891,0
1.4643E+15,892,0
1.4643E+15,893,0
1.4643E+15,894,0
1.4643E+15,895,0
1.4643E+15,896,0
1.4643E+15,897,0
1.4643E+15,898,0
1.4643E+15,899,0
1.4643E+15,900,0
1.4643E+15,901,0
1.4643E+15,902,0
1.4643E+15,903,0
1.4643E+15,904,0
1.4643E+15,905,0
1.4643E+15,906,0
1.4643E+15,907,0
1.4643E+15,908,0
1.4643E+15,909,0
1.4643E+15,910,0
1.4643E+15,911,0
1.4643E+15,912,0
1.4643E+15,913,0
1.4643E+15,914,0
1.4643E+15,915,0
1.4643E+15,916,0
1.4643E+15,917,0
1.4643E+15,918,0
1.4643E+15,919,0
1.4643E+15,920,0
1.4643E+15,921,0
1.4643E+15,922,0
1.4643E+15,923,0
1.4643E+15,924,0
1.4643E+15,925,0
1.4643E+15,926,0
1.4643E+15,927,0
1.4643E+15,928,-0.5
1.4643E+15,929,-0.5
1.4643E+15,930,-1
1.4643E+15,931,-1
1.4643E+15,932,-1
1.4643E+15,933,-0.5
1.4643E+15,934,-0.5
1.4643E+15,935,0
1.4643E+15,936,0.5
1.4643E+15,937,1
1.4643E+15,938,1.5
1.4643E+15,939,1.5
1.4643E+15,940,1.5
1.4643E+15,941,1.5
1.4643E+15,942,1
1.4643E+15,943,1
1.4643E+15,944,0.5
1.4643E+15,945,0.5
1.4643E+15,946,0.5
1.4643E+15,947,0.5
1.4643E+15,948,0.5
1.4643E+15,949,0.5
1.4643E+15,950,0.5
1.4643E+15,951,0.5
1.4643E+15,952,0.5
1.4643E+15,953,0.5
1.4643E+15,954,0
1.4643E+15,955,0
1.4643E+15,956,0
1.4643E+15,957,0
1.4643E+15,958,0
1.4643E+15,959,0
1.4643E+15,960,0
1.4643E+15,961,0
1.4643E+15,962,0
1.4643E+15,963,0
1.4643E+15,964,0
1.4643E+15,965,0.5
1.4643E+15,966,0.5
1.4643E+15,967,0.5
1.4643E+15,968,0.5
1.4643E+15,969,0.5
1.4643E+15,970,0.5
1.4643E+15,971,0.5
1.4643E+15,972,0.5
1.4643E+15,973,0.5
1.4643E+15,974,0.5
1.4643E+15,975,0.5
1.4643E+15,976,0.5
1.4643E+15,977,0.5
1.4643E+15,978,0.5
1.4643E+15,979,0.5
1.4643E+15,980,0.5
1.4643E+15,981,0
1.4643E+15,982,0
1.4643E+15,983,0
1.4643E+15,984,0
1.4643E+15,985,0
1.4643E+15,986,0
1.4643E+15,987,0
1.4643E+15,988,0
1.4643E+15,989,0
1.4643E+15,990,0.5
1.4643E+15,991,0.5
1.4643E+15,992,0.5
1.4643E+15,993,0.5
1.4643E+15,994,0.5
1.4643E+15,995,0.5
1.4643E+15,996,0.5
1.4643E+15,997,0.5
1.4643E+15,998,0.5
1.4643E+15,999,0.5
1.4643E+15,1000,0.5
1.4643E+15,1001,0.5
1.4643E+15,1002,0.5
1.4643E+15,1003,0.5
1.4643E+15,1004,0.5
1.4643E+15,1005,0.5
1.4643E+15,1006,0.5
1.4643E+15,1007,0.5
1.4643E+15,1008,0.5
1.4643E+15,1009,0.5
1.4643E+15,1010,0.5
1.4643E+15,1011,0
1.4643E+15,1012,0
1.4643E+15,1013,0
1.4643E+15,1014,0
1.4643E+15,1015,0
1.4643E+15,1016,0
1.4643E+15,1017,0
1.4643E+15,1018,0
1.4643E+15,1019,0
1.4643E+15,1020,0
1.4643E+15,1021,0
1.4643E+15,1022,0
1.4643E+15,1023,0
1.4643E+15,1024,0
1.4643E+15,1025,0
1.4643E+15,1026,0
1.4643E+15,1027,0
1.4643E+15,1028,0
1.4643E+15,1029,0
1.4643E+15,1030,0
1.4643E+15,1031,0
1.4643E+15,1032,0
1.4643E+15,1033,0
1.4643E+15,1034,0
1.4643E+15,1035,0
1.4643E+15,1036,0
1.4643E+15,1037,0
1.4643E+15,1038,0
1.4643E+15,1039,0
1.4643E+15,1040,0
1.4643E+15,1041,-0.5
1.4643E+15,1042,-0.5
