ts_micro,frame,wheel
1.4643E+15,224,-12.5
1.4643E+15,225,-12.5
1.4643E+15,226,-12
1.4643E+15,227,-12
1.4643E+15,228,-12
1.4643E+15,229,-12
1.4643E+15,230,-12
1.4643E+15,231,-12
1.4643E+15,232,-12
1.4643E+15,233,-11.5
1.4643E+15,234,-11.5
1.4643E+15,235,-11
1.4643E+15,236,-11
1.4643E+15,237,-11
1.4643E+15,238,-11
1.4643E+15,239,-11
1.4643E+15,240,-11
1.4643E+15,241,-11
1.4643E+15,242,-11
1.4643E+15,243,-11
1.4643E+15,244,-11
1.4643E+15,245,-11
1.4643E+15,246,-11
1.4643E+15,247,-11
1.4643E+15,248,-11
1.4643E+15,249,-11
1.4643E+15,250,-11
1.4643E+15,251,-11
1.4643E+15,252,-11
1.4643E+15,253,-11
1.4643E+15,254,-11
1.4643E+15,255,-11.5
1.4643E+15,256,-11.5
1.4643E+15,257,-11.5
1.4643E+15,258,-11.5
1.4643E+15,259,-11.5
1.4643E+15,260,-12
1.4643E+15,261,-12
1.4643E+15,262,-12.5
1.4643E+15,263,-12.5
1.4643E+15,264,-12.5
1.4643E+15,265,-12.5
1.4643E+15,266,-12.5
1.4643E+15,267,-12.5
1.4643E+15,268,-12
1.4643E+15,269,-12
1.4643E+15,270,-12
1.4643E+15,271,-12.5
1.4643E+15,272,-12.5
1.4643E+15,273,-12.5
1.4643E+15,274,-13
1.4643E+15,275,-13
1.4643E+15,276,-13
1.4643E+15,277,-13.5
1.4643E+15,278,-13.5
1.4643E+15,279,-13.5
1.4643E+15,280,-13.5
1.4643E+15,281,-13.5
1.4643E+15,282,-13.5
1.4643E+15,283,-13
1.4643E+15,284,-13
1.4643E+15,285,-13
1.4643E+15,286,-13
1.4643E+15,287,-13
1.4643E+15,288,-13
1.4643E+15,289,-13
1.4643E+15,290,-13.5
1.4643E+15,291,-13.5
1.4643E+15,292,-13.5
1.4643E+15,293,-13.5
1.4643E+15,294,-13
1.4643E+15,295,-13
1.4643E+15,296,-13
1.4643E+15,297,-13
1.4643E+15,298,-13
1.4643E+15,299,-13.5
1.4643E+15,300,-13.5
1.4643E+15,301,-13.5
1.4643E+15,302,-14
1.4643E+15,303,-14
1.4643E+15,304,-14
1.4643E+15,305,-13.5
1.4643E+15,306,-13.5
1.4643E+15,307,-13
1.4643E+15,308,-13
1.4643E+15,309,-13
1.4643E+15,310,-13
1.4643E+15,311,-13
1.4643E+15,312,-13
1.4643E+15,313,-13.5
1.4643E+15,314,-13.5
1.4643E+15,315,-13.5
1.4643E+15,316,-14
1.4643E+15,317,-14.5
1.4643E+15,318,-14.5
1.4643E+15,319,-15
1.4643E+15,320,-15
1.4643E+15,321,-15
1.4643E+15,322,-15
1.4643E+15,323,-15
1.4643E+15,324,-15
1.4643E+15,325,-15
1.4643E+15,326,-15
1.4643E+15,327,-15
1.4643E+15,328,-15
1.4643E+15,329,-15
1.4643E+15,330,-15
1.4643E+15,331,-15
1.4643E+15,332,-15
1.4643E+15,333,-15
1.4643E+15,334,-15
1.4643E+15,335,-15
1.4643E+15,336,-15
1.4643E+15,337,-15
1.4643E+15,338,-15
1.4643E+15,339,-14.5
1.4643E+15,340,-14
1.4643E+15,341,-13.5
1.4643E+15,342,-13
1.4643E+15,343,-12.5
1.4643E+15,344,-12
1.4643E+15,345,-12
1.4643E+15,346,-12
1.4643E+15,347,-12
1.4643E+15,348,-12.5
1.4643E+15,349,-12.5
1.4643E+15,350,-13
1.4643E+15,351,-13
1.4643E+15,352,-13.5
1.4643E+15,353,-13.5
1.4643E+15,354,-13.5
1.4643E+15,355,-13.5
1.4643E+15,356,-13.5
1.4643E+15,357,-13.5
1.4643E+15,358,-13.5
1.4643E+15,359,-13.5
1.4643E+15,360,-13.5
1.4643E+15,361,-13.5
1.4643E+15,362,-13.5
1.4643E+15,363,-13.5
1.4643E+15,364,-13.5
1.4643E+15,365,-13.5
1.4643E+15,366,-13.5
1.4643E+15,367,-13.5
1.4643E+15,368,-13.5
1.4643E+15,369,-13.5
1.4643E+15,370,-13.5
1.4643E+15,371,-13.5
1.4643E+15,372,-13.5
1.4643E+15,373,-13.5
1.4643E+15,374,-13.5
1.4643E+15,375,-13.5
1.4643E+15,376,-13.5
1.4643E+15,377,-13
1.4643E+15,378,-13.5
1.4643E+15,379,-13.5
1.4643E+15,380,-13.5
1.4643E+15,381,-13.5
1.4643E+15,382,-13.5
1.4643E+15,383,-13.5
1.4643E+15,384,-13
1.4643E+15,385,-13
1.4643E+15,386,-12.5
1.4643E+15,387,-12.5
1.4643E+15,388,-12.5
1.4643E+15,389,-12.5
1.4643E+15,390,-12.5
1.4643E+15,391,-12.5
1.4643E+15,392,-12.5
1.4643E+15,393,-12.5
1.4643E+15,394,-12.5
1.4643E+15,395,-12.5
1.4643E+15,396,-12.5
1.4643E+15,397,-12.5
1.4643E+15,398,-12.5
1.4643E+15,399,-12
1.4643E+15,400,-12
1.4643E+15,401,-12
1.4643E+15,402,-12
1.4643E+15,403,-12
1.4643E+15,404,-12
1.4643E+15,405,-12
1.4643E+15,406,-12
1.4643E+15,407,-12.5
1.4643E+15,408,-12.5
1.4643E+15,409,-13
1.4643E+15,410,-13
1.4643E+15,411,-13
1.4643E+15,412,-13.5
1.4643E+15,413,-14
1.4643E+15,414,-14.5
1.4643E+15,415,-15
1.4643E+15,416,-15
1.4643E+15,417,-15
1.4643E+15,418,-15
1.4643E+15,419,-15
1.4643E+15,420,-15
1.4643E+15,421,-15
1.4643E+15,422,-14.5
1.4643E+15,423,-14.5
1.4643E+15,424,-14.5
1.4643E+15,425,-14
1.4643E+15,426,-14
1.4643E+15,427,-13.5
1.4643E+15,428,-13
1.4643E+15,429,-13
1.4643E+15,430,-12.5
1.4643E+15,431,-12
1.4643E+15,432,-11.5
1.4643E+15,433,-11.5
1.4643E+15,434,-11.5
1.4643E+15,435,-11
1.4643E+15,436,-10.5
1.4643E+15,437,-10
1.4643E+15,438,-9
1.4643E+15,439,-8.5
1.4643E+15,440,-7.5
1.4643E+15,441,-7
1.4643E+15,442,-6
1.4643E+15,443,-5.5
1.4643E+15,444,-5
1.4643E+15,445,-4
1.4643E+15,446,-3.5
1.4643E+15,447,-3.5
1.4643E+15,448,-3.5
1.4643E+15,449,-3
1.4643E+15,450,-3
1.4643E+15,451,-3
1.4643E+15,452,-3
1.4643E+15,453,-3
1.4643E+15,454,-3
1.4643E+15,455,-3
1.4643E+15,456,-3
1.4643E+15,457,-2.5
1.4643E+15,458,-2.5
1.4643E+15,459,-2.5
1.4643E+15,460,-2.5
1.4643E+15,461,-2.5
1.4643E+15,462,-2.5
1.4643E+15,463,-2
1.4643E+15,464,-1.5
1.4643E+15,465,-1.5
1.4643E+15,466,-1
1.4643E+15,467,-1
1.4643E+15,468,-1.5
1.4643E+15,469,-1.5
1.4643E+15,470,-1.5
1.4643E+15,471,-1.5
1.4643E+15,472,-1.5
1.4643E+15,473,-1.5
1.4643E+15,474,-1.5
1.4643E+15,475,-1.5
1.4643E+15,476,-1.5
1.4643E+15,477,-1.5
1.4643E+15,478,-1.5
1.4643E+15,479,-1.5
1.4643E+15,480,-1.5
1.4643E+15,481,-1.5
1.4643E+15,482,-1.5
1.4643E+15,483,-1.5
1.4643E+15,484,-1.5
1.4643E+15,485,-1.5
1.4643E+15,486,-1.5
1.4643E+15,487,-1.5
1.4643E+15,488,-2
1.4643E+15,489,-2
1.4643E+15,490,-2
1.4643E+15,491,-2.5
1.4643E+15,492,-3
1.4643E+15,493,-3.5
1.4643E+15,494,-3.5
1.4643E+15,495,-3.5
1.4643E+15,496,-3.5
1.4643E+15,497,-3.5
1.4643E+15,498,-3.5
1.4643E+15,499,-3.5
1.4643E+15,500,-3.5
1.4643E+15,501,-3.5
1.4643E+15,502,-3.5
1.4643E+15,503,-3.5
1.4643E+15,504,-3
1.4643E+15,505,-3
1.4643E+15,506,-3
1.4643E+15,507,-3
1.4643E+15,508,-2.5
1.4643E+15,509,-2.5
1.4643E+15,510,-2.5
1.4643E+15,511,-2.5
1.4643E+15,512,-2.5
1.4643E+15,513,-2
1.4643E+15,514,-2
1.4643E+15,515,-1.5
1.4643E+15,516,-1.5
1.4643E+15,517,-1.5
1.4643E+15,518,-1.5
1.4643E+15,519,-1.5
1.4643E+15,520,-1.5
1.4643E+15,521,-1.5
1.4643E+15,522,-1.5
1.4643E+15,523,-1.5
1.4643E+15,524,-1.5
1.4643E+15,525,-1.5
1.4643E+15,526,-1
1.4643E+15,527,-1
1.4643E+15,528,-1
1.4643E+15,529,-1
1.4643E+15,530,-1
1.4643E+15,531,-1
1.4643E+15,532,-1
1.4643E+15,533,-1
1.4643E+15,534,-0.5
1.4643E+15,535,-0.5
1.4643E+15,536,-0.5
1.4643E+15,537,-0.5
1.4643E+15,538,-0.5
1.4643E+15,539,0
1.4643E+15,540,0
1.4643E+15,541,0
1.4643E+15,542,0.5
1.4643E+15,543,0.5
1.4643E+15,544,0.5
1.4643E+15,545,0.5
1.4643E+15,546,0.5
1.4643E+15,547,1
1.4643E+15,548,1
1.4643E+15,549,1
1.4643E+15,550,1
1.4643E+15,551,1
1.4643E+15,552,1
1.4643E+15,553,1
1.4643E+15,554,1
1.4643E+15,555,1
1.4643E+15,556,1.5
1.4643E+15,557,1.5
1.4643E+15,558,1.5
1.4643E+15,559,1.5
1.4643E+15,560,1.5
1.4643E+15,561,1.5
1.4643E+15,562,1.5
1.4643E+15,563,1.5
1.4643E+15,564,1.5
1.4643E+15,565,2
1.4643E+15,566,2
1.4643E+15,567,2
1.4643E+15,568,2
1.4643E+15,569,2
1.4643E+15,570,2.5
1.4643E+15,571,2.5
1.4643E+15,572,2.5
1.4643E+15,573,3
1.4643E+15,574,3
1.4643E+15,575,3
1.4643E+15,576,3
1.4643E+15,577,3
1.4643E+15,578,3.5
1.4643E+15,579,3.5
1.4643E+15,580,3.5
1.4643E+15,581,3.5
1.4643E+15,582,3.5
1.4643E+15,583,3.5
1.4643E+15,584,3.5
1.4643E+15,585,3.5
1.4643E+15,586,3.5
1.4643E+15,587,3.5
1.4643E+15,588,3.5
1.4643E+15,589,3.5
1.4643E+15,590,3.5
1.4643E+15,591,3.5
1.4643E+15,592,4
1.4643E+15,593,4
1.4643E+15,594,4.5
1.4643E+15,595,4.5
1.4643E+15,596,4.5
1.4643E+15,597,4.5
1.4643E+15,598,4.5
1.4643E+15,599,5
1.4643E+15,600,5
1.4643E+15,601,5
1.4643E+15,602,5
1.4643E+15,603,5
1.4643E+15,604,5.5
1.4643E+15,605,5.5
1.4643E+15,606,6
1.4643E+15,607,6
1.4643E+15,608,6
1.4643E+15,609,6
1.4643E+15,610,6
1.4643E+15,611,6
1.4643E+15,612,6
1.4643E+15,613,6
1.4643E+15,614,6
1.4643E+15,615,6
1.4643E+15,616,6
1.4643E+15,617,6
1.4643E+15,618,6
1.4643E+15,619,6
1.4643E+15,620,5.5
1.4643E+15,621,5.5
1.4643E+15,622,5
1.4643E+15,623,5
1.4643E+15,624,4.5
1.4643E+15,625,5
1.4643E+15,626,5
1.4643E+15,627,5
1.4643E+15,628,5
1.4643E+15,629,5
1.4643E+15,630,5
1.4643E+15,631,5
1.4643E+15,632,5
1.4643E+15,633,5
1.4643E+15,634,5
1.4643E+15,635,5.5
1.4643E+15,636,5.5
1.4643E+15,637,5.5
1.4643E+15,638,5.5
1.4643E+15,639,5.5
1.4643E+15,640,5.5
1.4643E+15,641,5.5
1.4643E+15,642,5.5
1.4643E+15,643,5.5
1.4643E+15,644,5.5
1.4643E+15,645,5.5
1.4643E+15,646,5.5
1.4643E+15,647,5.5
1.4643E+15,648,5.5
1.4643E+15,649,5.5
1.4643E+15,650,5.5
1.4643E+15,651,5.5
1.4643E+15,652,5.5
1.4643E+15,653,5.5
1.4643E+15,654,5.5
1.4643E+15,655,5.5
1.4643E+15,656,5.5
1.4643E+15,657,5.5
1.4643E+15,658,6
1.4643E+15,659,6
1.4643E+15,660,6
1.4643E+15,661,6
1.4643E+15,662,6
1.4643E+15,663,6
1.4643E+15,664,6
1.4643E+15,665,6
1.4643E+15,666,6.5
1.4643E+15,667,7
1.4643E+15,668,7
1.4643E+15,669,7.5
1.4643E+15,670,7.5
1.4643E+15,671,7.5
1.4643E+15,672,7
1.4643E+15,673,7
1.4643E+15,674,7
1.4643E+15,675,7
1.4643E+15,676,7
1.4643E+15,677,7
1.4643E+15,678,7.5
1.4643E+15,679,7.5
1.4643E+15,680,7.5
1.4643E+15,681,8
1.4643E+15,682,8
1.4643E+15,683,8
1.4643E+15,684,7.5
1.4643E+15,685,7.5
1.4643E+15,686,7.5
1.4643E+15,687,7.5
1.4643E+15,688,7
1.4643E+15,689,7
1.4643E+15,690,7
1.4643E+15,691,7
1.4643E+15,692,7
1.4643E+15,693,7
1.4643E+15,694,7.5
1.4643E+15,695,7.5
1.4643E+15,696,7.5
1.4643E+15,697,7.5
1.4643E+15,698,7
1.4643E+15,699,7
1.4643E+15,700,6.5
1.4643E+15,701,6
1.4643E+15,702,5.5
1.4643E+15,703,5.5
1.4643E+15,704,5.5
1.4643E+15,705,5.5
1.4643E+15,706,5.5
1.4643E+15,707,5.5
1.4643E+15,708,5.5
1.4643E+15,709,5.5
1.4643E+15,710,5.5
1.4643E+15,711,5.5
1.4643E+15,712,5.5
1.4643E+15,713,5.5
1.4643E+15,714,5.5
1.4643E+15,715,5
1.4643E+15,716,5
1.4643E+15,717,5
1.4643E+15,718,5
1.4643E+15,719,5
1.4643E+15,720,5
1.4643E+15,721,5
1.4643E+15,722,5
1.4643E+15,723,5.5
1.4643E+15,724,5.5
1.4643E+15,725,5.5
1.4643E+15,726,5.5
1.4643E+15,727,5.5
1.4643E+15,728,5.5
1.4643E+15,729,5.5
1.4643E+15,730,5.5
1.4643E+15,731,5.5
1.4643E+15,732,5.5
1.4643E+15,733,5.5
1.4643E+15,734,5.5
1.4643E+15,735,5.5
1.4643E+15,736,5.5
1.4643E+15,737,5.5
1.4643E+15,738,5.5
1.4643E+15,739,5.5
1.4643E+15,740,5.5
1.4643E+15,741,6
1.4643E+15,742,6
1.4643E+15,743,6
1.4643E+15,744,6.5
1.4643E+15,745,6.5
1.4643E+15,746,6.5
1.4643E+15,747,6.5
1.4643E+15,748,7
1.4643E+15,749,7
1.4643E+15,750,7
1.4643E+15,751,7
1.4643E+15,752,7
1.4643E+15,753,7.5
1.4643E+15,754,7.5
1.4643E+15,755,7.5
1.4643E+15,756,7.5
1.4643E+15,757,7.5
1.4643E+15,758,7.5
1.4643E+15,759,8
1.4643E+15,760,8
1.4643E+15,761,8
1.4643E+15,762,8
1.4643E+15,763,8
1.4643E+15,764,8.5
1.4643E+15,765,8.5
1.4643E+15,766,8.5
1.4643E+15,767,8.5
1.4643E+15,768,8.5
1.4643E+15,769,8
1.4643E+15,770,8
1.4643E+15,771,8
1.4643E+15,772,8
1.4643E+15,773,8
1.4643E+15,774,8
1.4643E+15,775,8
1.4643E+15,776,8
1.4643E+15,777,8
1.4643E+15,778,8
1.4643E+15,779,8
1.4643E+15,780,8
1.4643E+15,781,8
1.4643E+15,782,8
1.4643E+15,783,8
1.4643E+15,784,8
1.4643E+15,785,8
1.4643E+15,786,8.5
1.4643E+15,787,8.5
1.4643E+15,788,8.5
1.4643E+15,789,8.5
1.4643E+15,790,9
1.4643E+15,791,9
1.4643E+15,792,9
1.4643E+15,793,9.5
1.4643E+15,794,9.5
1.4643E+15,795,9.5
1.4643E+15,796,9.5
1.4643E+15,797,9.5
1.4643E+15,798,9.5
1.4643E+15,799,9.5
1.4643E+15,800,9.5
1.4643E+15,801,9.5
1.4643E+15,802,9.5
1.4643E+15,803,9.5
1.4643E+15,804,9.5
1.4643E+15,805,9.5
1.4643E+15,806,9.5
1.4643E+15,807,9.5
1.4643E+15,808,9.5
1.4643E+15,809,9.5
1.4643E+15,810,9.5
1.4643E+15,811,9.5
1.4643E+15,812,9.5
1.4643E+15,813,9.5
1.4643E+15,814,9.5
1.4643E+15,815,9.5
1.4643E+15,816,9.5
1.4643E+15,817,9.5
1.4643E+15,818,9.5
1.4643E+15,819,9.5
1.4643E+15,820,9.5
1.4643E+15,821,9.5
1.4643E+15,822,9.5
1.4643E+15,823,9.5
1.4643E+15,824,9.5
1.4643E+15,825,9
1.4643E+15,826,9
1.4643E+15,827,9
1.4643E+15,828,9
1.4643E+15,829,9
1.4643E+15,830,9
1.4643E+15,831,9
1.4643E+15,832,9
1.4643E+15,833,9
1.4643E+15,834,8.5
1.4643E+15,835,8.5
1.4643E+15,836,8
1.4643E+15,837,8
1.4643E+15,838,8
1.4643E+15,839,8
1.4643E+15,840,8
1.4643E+15,841,8
1.4643E+15,842,8
1.4643E+15,843,8
1.4643E+15,844,8
1.4643E+15,845,8
1.4643E+15,846,8
1.4643E+15,847,8
1.4643E+15,848,8
1.4643E+15,849,8
1.4643E+15,850,8
1.4643E+15,851,8
1.4643E+15,852,8
1.4643E+15,853,8
1.4643E+15,854,8
1.4643E+15,855,8
1.4643E+15,856,8
1.4643E+15,857,8
1.4643E+15,858,8
1.4643E+15,859,8
1.4643E+15,860,8
1.4643E+15,861,8
1.4643E+15,862,8
1.4643E+15,863,8
1.4643E+15,864,8
1.4643E+15,865,8
1.4643E+15,866,8
1.4643E+15,867,8
1.4643E+15,868,8
1.4643E+15,869,8
1.4643E+15,870,8.5
1.4643E+15,871,8.5
1.4643E+15,872,8.5
1.4643E+15,873,8.5
1.4643E+15,874,8.5
1.4643E+15,875,8.5
1.4643E+15,876,8.5
1.4643E+15,877,8.5
1.4643E+15,878,8.5
1.4643E+15,879,8.5
1.4643E+15,880,8.5
1.4643E+15,881,8.5
1.4643E+15,882,8.5
1.4643E+15,883,8.5
1.4643E+15,884,8.5
1.4643E+15,885,8.5
1.4643E+15,886,8.5
1.4643E+15,887,8.5
1.4643E+15,888,9
1.4643E+15,889,9
1.4643E+15,890,9
1.4643E+15,891,9
1.4643E+15,892,9
1.4643E+15,893,9.5
1.4643E+15,894,10
1.4643E+15,895,10
1.4643E+15,896,10
1.4643E+15,897,10
1.4643E+15,898,10
1.4643E+15,899,10
1.4643E+15,900,10
1.4643E+15,901,10
1.4643E+15,902,10
1.4643E+15,903,10.5
1.4643E+15,904,10.5
1.4643E+15,905,10.5
1.4643E+15,906,10.5
1.4643E+15,907,10.5
1.4643E+15,908,10.5
1.4643E+15,909,10.5
1.4643E+15,910,10.5
1.4643E+15,911,10.5
1.4643E+15,912,10.5
1.4643E+15,913,10.5
1.4643E+15,914,10.5
1.4643E+15,915,10.5
1.4643E+15,916,10.5
1.4643E+15,917,10.5
1.4643E+15,918,10.5
1.4643E+15,919,10
1.4643E+15,920,10
1.4643E+15,921,10
1.4643E+15,922,10
1.4643E+15,923,10
1.4643E+15,924,10
1.4643E+15,925,10
1.4643E+15,926,10
1.4643E+15,927,10
1.4643E+15,928,10
1.4643E+15,929,10
1.4643E+15,930,10
1.4643E+15,931,10
1.4643E+15,932,10
1.4643E+15,933,10
1.4643E+15,934,10
1.4643E+15,935,10
1.4643E+15,936,10
1.4643E+15,937,10
1.4643E+15,938,10
1.4643E+15,939,10
1.4643E+15,940,10
1.4643E+15,941,10
1.4643E+15,942,10
1.4643E+15,943,10
1.4643E+15,944,10
1.4643E+15,945,10
1.4643E+15,946,10
1.4643E+15,947,10
1.4643E+15,948,10
1.4643E+15,949,10
1.4643E+15,950,10
1.4643E+15,951,10
1.4643E+15,952,10
1.4643E+15,953,10
1.4643E+15,954,9.5
1.4643E+15,955,9.5
1.4643E+15,956,9.5
1.4643E+15,957,9.5
1.4643E+15,958,9.5
1.4643E+15,959,9.5
1.4643E+15,960,9.5
1.4643E+15,961,9.5
1.4643E+15,962,9.5
1.4643E+15,963,10
1.4643E+15,964,10
1.4643E+15,965,10
1.4643E+15,966,10
1.4643E+15,967,10
1.4643E+15,968,10
1.4643E+15,969,10
1.4643E+15,970,10
1.4643E+15,971,10
1.4643E+15,972,10.5
1.4643E+15,973,10.5
1.4643E+15,974,10.5
1.4643E+15,975,10
1.4643E+15,976,10
1.4643E+15,977,10
1.4643E+15,978,10
1.4643E+15,979,10
1.4643E+15,980,10.5
1.4643E+15,981,10.5
1.4643E+15,982,10.5
1.4643E+15,983,10.5
1.4643E+15,984,10.5
1.4643E+15,985,10
1.4643E+15,986,10
1.4643E+15,987,10
1.4643E+15,988,10.5
1.4643E+15,989,10.5
1.4643E+15,990,10.5
1.4643E+15,991,10.5
1.4643E+15,992,10.5
1.4643E+15,993,10.5
1.4643E+15,994,10.5
1.4643E+15,995,10.5
1.4643E+15,996,10.5
1.4643E+15,997,10.5
1.4643E+15,998,10.5
1.4643E+15,999,10.5
1.4643E+15,1000,10.5
1.4643E+15,1001,10.5
1.4643E+15,1002,10.5
1.4643E+15,1003,10.5
1.4643E+15,1004,10.5
1.4643E+15,1005,10.5
1.4643E+15,1006,10.5
1.4643E+15,1007,10.5
1.4643E+15,1008,10.5
1.4643E+15,1009,10.5
1.4643E+15,1010,10.5
1.4643E+15,1011,10.5
1.4643E+15,1012,10.5
1.4643E+15,1013,10.5
1.4643E+15,1014,10
1.4643E+15,1015,10
1.4643E+15,1016,10
1.4643E+15,1017,10
1.4643E+15,1018,10
1.4643E+15,1019,10
1.4643E+15,1020,10.5
1.4643E+15,1021,10.5
1.4643E+15,1022,10.5
1.4643E+15,1023,10.5
1.4643E+15,1024,10.5
1.4643E+15,1025,10.5
1.4643E+15,1026,10.5
1.4643E+15,1027,10.5
