new_index,ts_micro,frame,wheel
epoch01_steering_117,1464650074185914.0,117,0.5
epoch01_steering_118,1464650074219247.0,118,0.5
epoch01_steering_119,1464650074252581.0,119,0.5
epoch01_steering_120,1464650074285914.0,120,0.5
epoch01_steering_121,1464650074319247.0,121,0.5
epoch01_steering_122,1464650074352581.0,122,0.5
epoch01_steering_123,1464650074385914.0,123,0.5
epoch01_steering_124,1464650074419247.0,124,0.5
epoch01_steering_125,1464650074452581.0,125,0.5
epoch01_steering_126,1464650074485914.0,126,0.5
epoch01_steering_127,1464650074519247.0,127,0.5
epoch01_steering_128,1464650074552581.0,128,0.5
epoch01_steering_129,1464650074585914.0,129,0.5
epoch01_steering_130,1464650074619247.0,130,0.5
epoch01_steering_131,1464650074652581.0,131,0.5
epoch01_steering_132,1464650074685914.0,132,0.5
epoch01_steering_133,1464650074719247.0,133,0.5
epoch01_steering_134,1464650074752581.0,134,0.5
epoch01_steering_135,1464650074785914.0,135,0.5
epoch01_steering_136,1464650074819247.0,136,0.5
epoch01_steering_137,1464650074852581.0,137,0.5
epoch01_steering_138,1464650074885914.0,138,0.5
epoch01_steering_139,1464650074919247.0,139,0.5
epoch01_steering_140,1464650074952581.0,140,0.5
epoch01_steering_141,1464650074985914.0,141,0.5
epoch01_steering_142,1464650075019247.0,142,0.5
epoch01_steering_143,1464650075052581.0,143,0.5
epoch01_steering_144,1464650075085914.0,144,0.5
epoch01_steering_145,1464650075119247.0,145,0.5
epoch01_steering_146,1464650075152581.0,146,0.5
epoch01_steering_147,1464650075185914.0,147,0.5
epoch01_steering_148,1464650075219247.0,148,0.5
epoch01_steering_149,1464650075252581.0,149,0.5
epoch01_steering_150,1464650075285914.0,150,0.5
epoch01_steering_151,1464650075319247.0,151,0.5
epoch01_steering_152,1464650075352581.0,152,0.5
epoch01_steering_153,1464650075385914.0,153,0.5
epoch01_steering_154,1464650075419247.0,154,0.5
epoch01_steering_155,1464650075452581.0,155,0.5
epoch01_steering_156,1464650075485914.0,156,0.5
epoch01_steering_157,1464650075519247.0,157,0.5
epoch01_steering_158,1464650075552581.0,158,0.5
epoch01_steering_159,1464650075585914.0,159,0.5
epoch01_steering_160,1464650075619247.0,160,0.5
epoch01_steering_161,1464650075652581.0,161,0.5
epoch01_steering_162,1464650075685914.0,162,0.5
epoch01_steering_163,1464650075719247.0,163,0.5
epoch01_steering_164,1464650075752581.0,164,0.5
epoch01_steering_165,1464650075785914.0,165,0.5
epoch01_steering_166,1464650075819247.0,166,0.5
epoch01_steering_167,1464650075852581.0,167,0.5
epoch01_steering_168,1464650075885914.0,168,0.5
epoch01_steering_169,1464650075919247.0,169,0.5
epoch01_steering_170,1464650075952581.0,170,0.5
epoch01_steering_171,1464650075985914.0,171,0.5
epoch01_steering_172,1464650076019247.0,172,0.5
epoch01_steering_173,1464650076052581.0,173,0.5
epoch01_steering_174,1464650076085914.0,174,0.5
epoch01_steering_175,1464650076119247.0,175,0.5
epoch01_steering_176,1464650076152581.0,176,0.5
epoch01_steering_177,1464650076185914.0,177,0.5
epoch01_steering_178,1464650076219247.0,178,0.5
epoch01_steering_179,1464650076252581.0,179,0.5
epoch01_steering_180,1464650076285914.0,180,0.5
epoch01_steering_181,1464650076319247.0,181,0.5
epoch01_steering_182,1464650076352581.0,182,0.5
epoch01_steering_183,1464650076385914.0,183,0.5
epoch01_steering_184,1464650076419247.0,184,0.5
epoch01_steering_185,1464650076452581.0,185,0.5
epoch01_steering_186,1464650076485914.0,186,0.5
epoch01_steering_187,1464650076519247.0,187,0.5
epoch01_steering_188,1464650076552581.0,188,0.5
epoch01_steering_189,1464650076585914.0,189,0.5
epoch01_steering_190,1464650076619247.0,190,0.5
epoch01_steering_191,1464650076652581.0,191,0.5
epoch01_steering_192,1464650076685914.0,192,0.5
epoch01_steering_193,1464650076719247.0,193,0.5
epoch01_steering_194,1464650076752581.0,194,0.5
epoch01_steering_195,1464650076785914.0,195,0.0
epoch01_steering_196,1464650076819247.0,196,0.0
epoch01_steering_197,1464650076852581.0,197,0.0
epoch01_steering_198,1464650076885914.0,198,0.0
epoch01_steering_199,1464650076919247.0,199,0.0
epoch01_steering_200,1464650076952581.0,200,0.0
epoch01_steering_201,1464650076985914.0,201,0.0
epoch01_steering_202,1464650077019247.0,202,0.0
epoch01_steering_203,1464650077052581.0,203,0.0
epoch01_steering_204,1464650077085914.0,204,0.0
epoch01_steering_205,1464650077119247.0,205,0.0
epoch01_steering_206,1464650077152581.0,206,0.0
epoch01_steering_207,1464650077185914.0,207,0.0
epoch01_steering_208,1464650077219247.0,208,0.0
epoch01_steering_209,1464650077252581.0,209,0.0
epoch01_steering_210,1464650077285914.0,210,0.0
epoch01_steering_211,1464650077319247.0,211,0.0
epoch01_steering_212,1464650077352581.0,212,0.0
epoch01_steering_213,1464650077385914.0,213,0.0
epoch01_steering_214,1464650077419247.0,214,0.0
epoch01_steering_215,1464650077452581.0,215,0.0
epoch01_steering_216,1464650077485914.0,216,0.0
epoch01_steering_217,1464650077519247.0,217,0.0
epoch01_steering_218,1464650077552581.0,218,0.0
epoch01_steering_219,1464650077585914.0,219,0.0
epoch01_steering_220,1464650077619247.0,220,0.0
epoch01_steering_221,1464650077652581.0,221,0.0
epoch01_steering_222,1464650077685914.0,222,0.5
epoch01_steering_223,1464650077719247.0,223,0.5
epoch01_steering_224,1464650077752581.0,224,0.5
epoch01_steering_225,1464650077785914.0,225,0.5
epoch01_steering_226,1464650077819247.0,226,0.5
epoch01_steering_227,1464650077852581.0,227,0.5
epoch01_steering_228,1464650077885914.0,228,0.5
epoch01_steering_229,1464650077919247.0,229,0.5
epoch01_steering_230,1464650077952581.0,230,0.5
epoch01_steering_231,1464650077985914.0,231,0.5
epoch01_steering_232,1464650078019247.0,232,0.5
epoch01_steering_233,1464650078052581.0,233,0.5
epoch01_steering_234,1464650078085914.0,234,0.5
epoch01_steering_235,1464650078119247.0,235,0.5
epoch01_steering_236,1464650078152581.0,236,0.5
epoch01_steering_237,1464650078185914.0,237,0.5
epoch01_steering_238,1464650078219247.0,238,0.5
epoch01_steering_239,1464650078252581.0,239,0.5
epoch01_steering_240,1464650078285914.0,240,0.5
epoch01_steering_241,1464650078319247.0,241,0.5
epoch01_steering_242,1464650078352581.0,242,0.5
epoch01_steering_243,1464650078385914.0,243,0.5
epoch01_steering_244,1464650078419247.0,244,0.5
epoch01_steering_245,1464650078452581.0,245,0.5
epoch01_steering_246,1464650078485914.0,246,0.5
epoch01_steering_247,1464650078519247.0,247,0.5
epoch01_steering_248,1464650078552581.0,248,0.5
epoch01_steering_249,1464650078585914.0,249,0.5
epoch01_steering_250,1464650078619247.0,250,0.5
epoch01_steering_251,1464650078652581.0,251,0.5
epoch01_steering_252,1464650078685914.0,252,0.5
epoch01_steering_253,1464650078719247.0,253,0.5
epoch01_steering_254,1464650078752581.0,254,0.5
epoch01_steering_255,1464650078785914.0,255,0.5
epoch01_steering_256,1464650078819247.0,256,0.5
epoch01_steering_257,1464650078852581.0,257,0.5
epoch01_steering_258,1464650078885914.0,258,0.5
epoch01_steering_259,1464650078919247.0,259,0.5
epoch01_steering_260,1464650078952581.0,260,0.5
epoch01_steering_261,1464650078985914.0,261,0.5
epoch01_steering_262,1464650079019247.0,262,0.5
epoch01_steering_263,1464650079052581.0,263,0.5
epoch01_steering_264,1464650079085914.0,264,0.5
epoch01_steering_265,1464650079119247.0,265,0.5
epoch01_steering_266,1464650079152581.0,266,0.5
epoch01_steering_267,1464650079185914.0,267,0.5
epoch01_steering_268,1464650079219247.0,268,0.5
epoch01_steering_269,1464650079252581.0,269,0.5
epoch01_steering_270,1464650079285914.0,270,0.5
epoch01_steering_271,1464650079319247.0,271,0.5
epoch01_steering_272,1464650079352581.0,272,0.5
epoch01_steering_273,1464650079385914.0,273,0.5
epoch01_steering_274,1464650079419247.0,274,0.5
epoch01_steering_275,1464650079452581.0,275,0.5
epoch01_steering_276,1464650079485914.0,276,0.5
epoch01_steering_277,1464650079519247.0,277,0.5
epoch01_steering_278,1464650079552581.0,278,0.5
epoch01_steering_279,1464650079585914.0,279,0.5
epoch01_steering_280,1464650079619247.0,280,0.5
epoch01_steering_281,1464650079652581.0,281,0.5
epoch01_steering_282,1464650079685914.0,282,0.5
epoch01_steering_283,1464650079719247.0,283,0.5
epoch01_steering_284,1464650079752581.0,284,0.5
epoch01_steering_285,1464650079785914.0,285,0.5
epoch01_steering_286,1464650079819247.0,286,0.5
epoch01_steering_287,1464650079852581.0,287,0.5
epoch01_steering_288,1464650079885914.0,288,0.5
epoch01_steering_289,1464650079919247.0,289,0.5
epoch01_steering_290,1464650079952581.0,290,0.5
epoch01_steering_291,1464650079985914.0,291,0.5
epoch01_steering_292,1464650080019247.0,292,0.5
epoch01_steering_293,1464650080052581.0,293,0.5
epoch01_steering_294,1464650080085914.0,294,0.5
epoch01_steering_295,1464650080119247.0,295,0.5
epoch01_steering_296,1464650080152581.0,296,0.5
epoch01_steering_297,1464650080185914.0,297,0.5
epoch01_steering_298,1464650080219247.0,298,0.5
epoch01_steering_299,1464650080252581.0,299,0.5
epoch01_steering_300,1464650080285914.0,300,0.5
epoch01_steering_301,1464650080319247.0,301,0.5
epoch01_steering_302,1464650080352581.0,302,0.5
epoch01_steering_303,1464650080385914.0,303,0.5
epoch01_steering_304,1464650080419247.0,304,0.5
epoch01_steering_305,1464650080452581.0,305,0.5
epoch01_steering_306,1464650080485914.0,306,1.0
epoch01_steering_307,1464650080519247.0,307,1.0
epoch01_steering_308,1464650080552581.0,308,1.0
epoch01_steering_309,1464650080585914.0,309,1.0
epoch01_steering_310,1464650080619247.0,310,1.0
epoch01_steering_311,1464650080652581.0,311,1.0
epoch01_steering_312,1464650080685914.0,312,1.0
epoch01_steering_313,1464650080719247.0,313,1.0
epoch01_steering_314,1464650080752581.0,314,1.0
epoch01_steering_315,1464650080785914.0,315,1.0
epoch01_steering_316,1464650080819247.0,316,1.0
epoch01_steering_317,1464650080852581.0,317,1.0
epoch01_steering_318,1464650080885914.0,318,1.0
epoch01_steering_319,1464650080919247.0,319,1.0
epoch01_steering_320,1464650080952581.0,320,1.0
epoch01_steering_321,1464650080985914.0,321,1.0
epoch01_steering_322,1464650081019247.0,322,1.0
epoch01_steering_323,1464650081052581.0,323,1.0
epoch01_steering_324,1464650081085914.0,324,1.0
epoch01_steering_325,1464650081119247.0,325,1.0
epoch01_steering_326,1464650081152581.0,326,1.0
epoch01_steering_327,1464650081185914.0,327,1.0
epoch01_steering_328,1464650081219247.0,328,1.0
epoch01_steering_329,1464650081252581.0,329,1.0
epoch01_steering_330,1464650081285914.0,330,1.0
epoch01_steering_331,1464650081319247.0,331,1.0
epoch01_steering_332,1464650081352581.0,332,1.0
epoch01_steering_333,1464650081385914.0,333,1.0
epoch01_steering_334,1464650081419247.0,334,1.0
epoch01_steering_335,1464650081452581.0,335,1.0
epoch01_steering_336,1464650081485914.0,336,1.0
epoch01_steering_337,1464650081519247.0,337,1.0
epoch01_steering_338,1464650081552581.0,338,1.0
epoch01_steering_339,1464650081585914.0,339,1.0
epoch01_steering_340,1464650081619247.0,340,0.5
epoch01_steering_341,1464650081652581.0,341,0.5
epoch01_steering_342,1464650081685914.0,342,0.5
epoch01_steering_343,1464650081719247.0,343,0.5
epoch01_steering_344,1464650081752581.0,344,0.5
epoch01_steering_345,1464650081785914.0,345,0.5
epoch01_steering_346,1464650081819247.0,346,0.5
epoch01_steering_347,1464650081852581.0,347,0.5
epoch01_steering_348,1464650081885914.0,348,0.5
epoch01_steering_349,1464650081919247.0,349,0.5
epoch01_steering_350,1464650081952581.0,350,0.5
epoch01_steering_351,1464650081985914.0,351,0.5
epoch01_steering_352,1464650082019247.0,352,0.5
epoch01_steering_353,1464650082052581.0,353,0.5
epoch01_steering_354,1464650082085914.0,354,0.5
epoch01_steering_355,1464650082119247.0,355,0.0
epoch01_steering_356,1464650082152581.0,356,0.0
epoch01_steering_357,1464650082185914.0,357,0.0
epoch01_steering_358,1464650082219247.0,358,0.0
epoch01_steering_359,1464650082252581.0,359,0.0
epoch01_steering_360,1464650082285914.0,360,0.0
epoch01_steering_361,1464650082319247.0,361,0.0
epoch01_steering_362,1464650082352581.0,362,0.0
epoch01_steering_363,1464650082385914.0,363,0.0
epoch01_steering_364,1464650082419247.0,364,0.0
epoch01_steering_365,1464650082452581.0,365,0.0
epoch01_steering_366,1464650082485914.0,366,0.0
epoch01_steering_367,1464650082519247.0,367,0.0
epoch01_steering_368,1464650082552581.0,368,0.0
epoch01_steering_369,1464650082585914.0,369,0.0
epoch01_steering_370,1464650082619247.0,370,0.0
epoch01_steering_371,1464650082652581.0,371,0.0
epoch01_steering_372,1464650082685914.0,372,0.0
epoch01_steering_373,1464650082719247.0,373,0.5
epoch01_steering_374,1464650082752581.0,374,0.5
epoch01_steering_375,1464650082785914.0,375,0.5
epoch01_steering_376,1464650082819247.0,376,0.5
epoch01_steering_377,1464650082852581.0,377,0.5
epoch01_steering_378,1464650082885914.0,378,0.5
epoch01_steering_379,1464650082919247.0,379,0.5
epoch01_steering_380,1464650082952581.0,380,0.5
epoch01_steering_381,1464650082985914.0,381,0.5
epoch01_steering_382,1464650083019247.0,382,0.5
epoch01_steering_383,1464650083052581.0,383,0.5
epoch01_steering_384,1464650083085914.0,384,0.5
epoch01_steering_385,1464650083119247.0,385,0.5
epoch01_steering_386,1464650083152581.0,386,0.5
epoch01_steering_387,1464650083185914.0,387,0.5
epoch01_steering_388,1464650083219247.0,388,0.5
epoch01_steering_389,1464650083252581.0,389,0.5
epoch01_steering_390,1464650083285914.0,390,0.5
epoch01_steering_391,1464650083319247.0,391,0.0
epoch01_steering_392,1464650083352581.0,392,0.0
epoch01_steering_393,1464650083385914.0,393,0.0
epoch01_steering_394,1464650083419247.0,394,-0.5
epoch01_steering_395,1464650083452581.0,395,-0.5
epoch01_steering_396,1464650083485914.0,396,-0.5
epoch01_steering_397,1464650083519247.0,397,-0.5
epoch01_steering_398,1464650083552581.0,398,-0.5
epoch01_steering_399,1464650083585914.0,399,-0.5
epoch01_steering_400,1464650083619247.0,400,-0.5
epoch01_steering_401,1464650083652581.0,401,-0.5
epoch01_steering_402,1464650083685914.0,402,-0.5
epoch01_steering_403,1464650083719247.0,403,-0.5
epoch01_steering_404,1464650083752581.0,404,-0.5
epoch01_steering_405,1464650083785914.0,405,-0.5
epoch01_steering_406,1464650083819247.0,406,-0.5
epoch01_steering_407,1464650083852581.0,407,-0.5
epoch01_steering_408,1464650083885914.0,408,-0.5
epoch01_steering_409,1464650083919247.0,409,-0.5
epoch01_steering_410,1464650083952581.0,410,-0.5
epoch01_steering_411,1464650083985914.0,411,-0.5
epoch01_steering_412,1464650084019247.0,412,-0.5
epoch01_steering_413,1464650084052581.0,413,-0.5
epoch01_steering_414,1464650084085914.0,414,-0.5
epoch01_steering_415,1464650084119247.0,415,-0.5
epoch01_steering_416,1464650084152581.0,416,-0.5
epoch01_steering_417,1464650084185914.0,417,-0.5
epoch01_steering_418,1464650084219247.0,418,-0.5
epoch01_steering_419,1464650084252581.0,419,-0.5
epoch01_steering_420,1464650084285914.0,420,-0.5
epoch01_steering_421,1464650084319247.0,421,0.0
epoch01_steering_422,1464650084352581.0,422,0.0
epoch01_steering_423,1464650084385914.0,423,0.0
epoch01_steering_424,1464650084419247.0,424,0.5
epoch01_steering_425,1464650084452581.0,425,0.5
epoch01_steering_426,1464650084485914.0,426,0.5
epoch01_steering_427,1464650084519247.0,427,1.0
epoch01_steering_428,1464650084552581.0,428,1.0
epoch01_steering_429,1464650084585914.0,429,1.0
epoch01_steering_430,1464650084619247.0,430,1.0
epoch01_steering_431,1464650084652581.0,431,1.0
epoch01_steering_432,1464650084685914.0,432,1.0
epoch01_steering_433,1464650084719247.0,433,1.0
epoch01_steering_434,1464650084752581.0,434,1.0
epoch01_steering_435,1464650084785914.0,435,1.0
epoch01_steering_436,1464650084819247.0,436,1.0
epoch01_steering_437,1464650084852581.0,437,1.0
epoch01_steering_438,1464650084885914.0,438,1.0
epoch01_steering_439,1464650084919247.0,439,1.0
epoch01_steering_440,1464650084952581.0,440,1.0
epoch01_steering_441,1464650084985914.0,441,1.0
epoch01_steering_442,1464650085019247.0,442,1.0
epoch01_steering_443,1464650085052581.0,443,1.0
epoch01_steering_444,1464650085085914.0,444,1.0
epoch01_steering_445,1464650085119247.0,445,1.0
epoch01_steering_446,1464650085152581.0,446,1.0
epoch01_steering_447,1464650085185914.0,447,1.0
epoch01_steering_448,1464650085219247.0,448,1.0
epoch01_steering_449,1464650085252581.0,449,1.0
epoch01_steering_450,1464650085285914.0,450,1.0
epoch01_steering_451,1464650085319247.0,451,1.0
epoch01_steering_452,1464650085352581.0,452,1.0
epoch01_steering_453,1464650085385914.0,453,1.0
epoch01_steering_454,1464650085419247.0,454,0.5
epoch01_steering_455,1464650085452581.0,455,0.5
epoch01_steering_456,1464650085485914.0,456,0.5
epoch01_steering_457,1464650085519247.0,457,0.5
epoch01_steering_458,1464650085552581.0,458,0.5
epoch01_steering_459,1464650085585914.0,459,0.5
epoch01_steering_460,1464650085619247.0,460,0.5
epoch01_steering_461,1464650085652581.0,461,0.5
epoch01_steering_462,1464650085685914.0,462,0.5
epoch01_steering_463,1464650085719247.0,463,0.5
epoch01_steering_464,1464650085752581.0,464,0.5
epoch01_steering_465,1464650085785914.0,465,0.5
epoch01_steering_466,1464650085819247.0,466,0.5
epoch01_steering_467,1464650085852581.0,467,0.5
epoch01_steering_468,1464650085885914.0,468,0.5
epoch01_steering_469,1464650085919247.0,469,0.5
epoch01_steering_470,1464650085952581.0,470,0.5
epoch01_steering_471,1464650085985914.0,471,0.5
epoch01_steering_472,1464650086019247.0,472,0.5
epoch01_steering_473,1464650086052581.0,473,0.5
epoch01_steering_474,1464650086085914.0,474,0.5
epoch01_steering_475,1464650086119247.0,475,0.5
epoch01_steering_476,1464650086152581.0,476,0.5
epoch01_steering_477,1464650086185914.0,477,0.5
epoch01_steering_478,1464650086219247.0,478,0.5
epoch01_steering_479,1464650086252581.0,479,0.5
epoch01_steering_480,1464650086285914.0,480,0.5
epoch01_steering_481,1464650086319247.0,481,0.5
epoch01_steering_482,1464650086352581.0,482,0.5
epoch01_steering_483,1464650086385914.0,483,0.5
epoch01_steering_484,1464650086419247.0,484,0.5
epoch01_steering_485,1464650086452581.0,485,0.5
epoch01_steering_486,1464650086485914.0,486,0.5
epoch01_steering_487,1464650086519247.0,487,0.5
epoch01_steering_488,1464650086552581.0,488,0.5
epoch01_steering_489,1464650086585914.0,489,0.5
epoch01_steering_490,1464650086619247.0,490,0.5
epoch01_steering_491,1464650086652581.0,491,0.5
epoch01_steering_492,1464650086685914.0,492,0.5
epoch01_steering_493,1464650086719247.0,493,0.5
epoch01_steering_494,1464650086752581.0,494,0.5
epoch01_steering_495,1464650086785914.0,495,0.5
epoch01_steering_496,1464650086819247.0,496,0.5
epoch01_steering_497,1464650086852581.0,497,0.5
epoch01_steering_498,1464650086885914.0,498,0.5
epoch01_steering_499,1464650086919247.0,499,0.5
epoch01_steering_500,1464650086952581.0,500,0.5
epoch01_steering_501,1464650086985914.0,501,0.5
epoch01_steering_502,1464650087019247.0,502,0.5
epoch01_steering_503,1464650087052581.0,503,0.5
epoch01_steering_504,1464650087085914.0,504,0.5
epoch01_steering_505,1464650087119247.0,505,0.5
epoch01_steering_506,1464650087152581.0,506,0.5
epoch01_steering_507,1464650087185914.0,507,0.5
epoch01_steering_508,1464650087219247.0,508,0.5
epoch01_steering_509,1464650087252581.0,509,0.5
epoch01_steering_510,1464650087285914.0,510,0.5
epoch01_steering_511,1464650087319247.0,511,0.5
epoch01_steering_512,1464650087352581.0,512,0.5
epoch01_steering_513,1464650087385914.0,513,0.5
epoch01_steering_514,1464650087419247.0,514,0.5
epoch01_steering_515,1464650087452581.0,515,0.5
epoch01_steering_516,1464650087485914.0,516,0.5
epoch01_steering_517,1464650087519247.0,517,0.5
epoch01_steering_518,1464650087552581.0,518,0.0
epoch01_steering_519,1464650087585914.0,519,0.0
epoch01_steering_520,1464650087619247.0,520,0.0
epoch01_steering_521,1464650087652581.0,521,0.0
epoch01_steering_522,1464650087685914.0,522,0.0
epoch01_steering_523,1464650087719247.0,523,0.0
epoch01_steering_524,1464650087752581.0,524,0.0
epoch01_steering_525,1464650087785914.0,525,0.0
epoch01_steering_526,1464650087819247.0,526,0.0
epoch01_steering_527,1464650087852581.0,527,0.0
epoch01_steering_528,1464650087885914.0,528,0.0
epoch01_steering_529,1464650087919247.0,529,0.0
epoch01_steering_530,1464650087952581.0,530,0.0
epoch01_steering_531,1464650087985914.0,531,0.0
epoch01_steering_532,1464650088019247.0,532,0.0
epoch01_steering_533,1464650088052581.0,533,0.0
epoch01_steering_534,1464650088085914.0,534,0.0
epoch01_steering_535,1464650088119247.0,535,0.0
epoch01_steering_536,1464650088152581.0,536,0.0
epoch01_steering_537,1464650088185914.0,537,-0.5
epoch01_steering_538,1464650088219247.0,538,-0.5
epoch01_steering_539,1464650088252581.0,539,-0.5
epoch01_steering_540,1464650088285914.0,540,-0.5
epoch01_steering_541,1464650088319247.0,541,-0.5
epoch01_steering_542,1464650088352581.0,542,-0.5
epoch01_steering_543,1464650088385914.0,543,-0.5
epoch01_steering_544,1464650088419247.0,544,-0.5
epoch01_steering_545,1464650088452581.0,545,-0.5
epoch01_steering_546,1464650088485914.0,546,-0.5
epoch01_steering_547,1464650088519247.0,547,-0.5
epoch01_steering_548,1464650088552581.0,548,-0.5
epoch01_steering_549,1464650088585914.0,549,-0.5
epoch01_steering_550,1464650088619247.0,550,-0.5
epoch01_steering_551,1464650088652581.0,551,-0.5
epoch01_steering_552,1464650088685914.0,552,-0.5
epoch01_steering_553,1464650088719247.0,553,-0.5
epoch01_steering_554,1464650088752581.0,554,-0.5
